Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2011-01-07,5130.5,5209.1,5097.9,5192.7
2011-01-10,5253,5270.3,5219.1,5230
2011-01-11,5240.8,5281.8,5214.1,5238.3
2011-01-12,5251,5295.4,5237.5,5266.3
2011-01-13,5254.4,5319.1,5230.8,5264.9
2011-01-14,5259,5278.6,5198.9,5245.2
2011-01-17,5255.2,5276.2,5218.7,5240.9
2011-01-18,5243.4,5278,5225.8,5276.6
2011-01-19,5294.8,5325.8,5247.7,5253.4
2011-01-20,5258.9,5293.1,5187.4,5263.1
2011-01-21,5208.3,5220.1,5164.1,5189
2011-01-24,5203,5219.7,5135.8,5160
2011-01-25,5091.6,5099.9,5047.8,5069.5
2011-01-26,5054.6,5101.1,5043.8,5079.6
2011-01-27,5104.2,5137.5,5080.7,5113.2
2011-01-28,5036.1,5229,5033.1,5210.8
2011-01-31,5191.4,5199.5,5073.4,5150.1
2011-02-01,5143.9,5158.1,5099.8,5143.3
2011-02-02,5152,5195.7,5139.6,5172.5
2011-02-03,5187.7,5255.6,5157,5251.5
2011-02-04,5261.5,5322.5,5236.9,5269.3
2011-02-07,5223.8,5298.6,5183.9,5273
2011-02-08,5235.3,5287.6,5212.7,5283.4
2011-02-09,5292.1,5341.4,5255.3,5269.4
2011-02-10,5260.6,5304.4,5248.3,5252.5
2011-02-11,5301,5322.1,5214.3,5235.8
2011-02-14,5261,5364.5,5250.7,5329.4
2011-02-15,5365.2,5370.6,5298.4,5306.3
2011-02-16,5286.5,5311.7,5241.9,5275.1
2011-02-17,5264.1,5293.6,5227.6,5275.2
2011-02-18,5270.2,5312.9,5252.9,5269.1
2011-02-21,5272.5,5342.2,5263.9,5335.5
2011-02-22,5342.3,5386.5,5171.1,5173.1
2011-02-23,5187.8,5213.4,5114.2,5132.2
2011-02-24,5162,5193.8,5101.1,5154.3
2011-02-25,5167.2,5196.4,5117.3,5193.9
2011-02-28,5243.1,5252.1,5137.2,5159.8
2011-03-01,5171.7,5291.1,5144.1,5286.3
2011-03-02,5304.4,5338.1,5257.4,5304.1
2011-03-03,5248.8,5301.5,5229.5,5248.3
2011-03-04,5233.1,5250.5,5197.6,5217.1
2011-03-07,5226.4,5243.5,5100.9,5170.3
2011-03-08,5135.1,5178.9,5114.2,5120.8
2011-03-09,5156.6,5207.7,5120.3,5142.8
2011-03-10,5183.8,5197.8,5085.9,5105.8
2011-03-11,5140.9,5201.2,5117.9,5139
2011-03-14,5022.9,5108.4,5020.2,5042.3
2011-03-15,5018.3,5054.5,4894.3,4937.8
2011-03-16,4864.5,5037.6,4850.3,4995.5
2011-03-17,4914.4,4969.3,4908.1,4930.5
2011-03-18,4943,4971.7,4905.8,4935.5
2011-03-21,4947.8,5001.8,4913.5,4918.7
2011-03-22,4914.2,4949.2,4892.8,4934.9
2011-03-23,4951.1,5026.7,4924.2,5011.9
2011-03-24,5012.5,5027.5,4952.9,4963.1
2011-03-25,4933.2,4983.7,4926.9,4981.4
2011-03-28,4947.8,4950.3,4890.6,4943.3
2011-03-29,4936.1,4965.4,4897.3,4932
2011-03-30,4969.7,5029.5,4926,5009.6
2011-03-31,5024.9,5051.8,4984.5,5047.2
2011-04-01,5024.6,5075.5,4991.2,5007.3
2011-04-04,4980.3,5066.8,4967.9,5031.7
2011-04-05,5072.6,5080.2,5022.8,5042.4
2011-04-06,5024.6,5047.5,4976,4976
2011-04-07,4931.2,4997.6,4925,4950
2011-04-08,4943.6,4987.1,4921.6,4951.3
2011-04-11,4946.1,4966.4,4909.5,4919.3
2011-04-12,4914.8,4932.9,4840.8,4869.8
